Variety,Growernr_seeduser,Growernr_seedproducer,Year,Sensitivity,Ares,Mah,DefH,dk,GPS_coord,strains_1,strains_2,strains_3,strains_4,strains_5,strains_6,strains_7,strains_8,strains_9
HZ_16,Grower_23,Grower_8,2022,Susceptible,1.39,SE,SE,0,239375-605412,0,0,3,1,1,1,0,8,1
HZ_3,Grower_222,Grower_65,2022,Tolerant,2.5,SE,SE,0,124172-540461,0,0,6,2,3,2,4,7,0
HZ_22,Grower_172,Grower_183,2019,Tolerant,1.4,SE,SE,0,187180-530339,0,0,0,0,0,0,0,0,0
HZ_34,Grower_19,Grower_113,2021,Verysusceptible,0.98,SE,E,1,243705-602241,0,0,4,1,1,0,0,4,1
HZ_24,Grower_64,Grower_24,2020,Tolerant,0.75,SE,-,0,225150-600654,0,0,1,1,0,0,0,0,0
HZ_5,Grower_8,Grower_20,2019,Susceptible,2.52,E,E,0,250174-596103,0,0,0,0,0,0,0,0,0
HZ_24,Grower_198,Grower_48,2022,Tolerant,0.75,SE,SE,0,117072-564066,0,0,4,7,2,2,5,7,2
HZ_43,Grower_202,Grower_18,2021,Tolerant,1.1,SE,SE,0,120705-571443,0,0,1,0,0,0,1,3,0
HZ_3,Grower_10,Grower_47,2019,Tolerant,1.75,SE,A,0,262179-585225,0,0,1,0,0,0,0,0,0
HZ_3,Grower_91,Grower_163,2019,Tolerant,1.05,SE,A,0,197730-599611,0,0,0,0,0,0,0,0,0
HZ_34,Grower_104,Grower_49,2023,Verysusceptible,0.75,SE,A,1,181675-593113,0,0,3,1,1,0,1,3,0
HZ_15,Grower_203,Grower_21,2023,Verysusceptible,0.27,SE,AF,0,230503-435690,0,0,5,0,4,0,0,0,0
HZ_88,Grower_203,Grower_10,2019,Susceptible,3.07,SE,SE,0,239288-436828,0,0,0,0,0,0,0,0,0
HZ_8,Grower_5,Grower_86,2020,Tolerant,1.42,E,E,0,250521-600644,0,0,0,0,0,0,0,0,0
HZ_27,Grower_322,Grower_68,2020,Tolerant,1.35,SE,SE,0,201918-599616,0,0,5,1,2,0,0,0,0
HZ_12,Grower_211,Grower_125,2020,Susceptible,2.02,E,E,0,130664-537393,0,0,0,0,0,0,0,0,0
HZ_5,Grower_428,Grower_83,2019,Susceptible,0.9,SE,A,0,135472-529162,0,0,0,0,0,0,0,0,0
HZ_5,Grower_252,Grower_20,2019,Susceptible,3.4,E,E,0,056052-373514,0,0,0,0,0,0,0,0,0
HZ_38,Grower_351,Grower_4,2020,Tolerant,1.49,E,E,0,132927-538847,0,0,0,0,0,0,0,0,0
HZ_51,Grower_290,Grower_5,2021,Susceptible,1.0,E,E,0,244171-599052,0,0,1,0,0,1,0,0,0
HZ_1,Grower_157,Grower_82,2019,Tolerant,0.75,SE,SE,0,170774-528288,0,0,0,0,0,0,0,0,0
HZ_20,Grower_230,Grower_51,2023,Tolerant,2.5,SE,-,0,124410-536352,0,0,8,2,2,1,1,8,0
HZ_5,Grower_244,Grower_90,2022,Susceptible,0.5,SE,AF,1,049418-370826,0,0,2,0,1,3,0,5,0
HZ_52,Grower_319,Grower_113,2022,Tolerant,2.55,SE,SE,0,212447-589135,0,0,1,0,0,1,0,3,0
HZ_3,Grower_160,Grower_82,2023,Tolerant,0.6,SE,A,0,180527-500834,0,0,3,0,2,0,0,1,0
HZ_5,Grower_91,Grower_5,2023,Susceptible,1.32,PB4,-,0,196069-599735,0,0,0,0,0,0,0,0,0
HZ_5,Grower_3,Grower_5,2020,Susceptible,2.88,SE,E,0,246891-592806,0,0,0,0,0,0,0,0,0
HZ_20,Grower_94,Grower_58,2023,Tolerant,0.75,SE,E,0,185168-596559,0,0,0,0,0,0,0,0,0
HZ_5,Grower_91,Grower_61,2019,Susceptible,3.0,SE,E,0,195430-599721,0,0,8,1,3,0,0,0,0
HZ_17,Grower_93,Grower_58,2023,Susceptible,0.8,SE,SE,0,180196-592961,0,0,0,0,0,0,0,0,0
HZ_29,Grower_182,Grower_18,2021,Tolerant,3.9,SE,E,0,190193-529076,0,0,1,0,0,0,0,0,1
HZ_4,Grower_32,Grower_4,2023,Verysusceptible,0.53,SE,SE,0,242655-601958,0,0,7,1,2,0,1,5,0
HZ_39,Grower_105,Grower_42,2022,Tolerant,1.0,PB4,SE,0,119370-570193,0,0,5,0,0,3,5,3,0
HZ_61,Grower_374,Grower_168,2019,Susceptible,3.7,SE,E,1,098928-471540,0,0,0,0,0,0,0,0,0
HZ_20,Grower_89,Grower_116,2020,Tolerant,3.4,SE,SE,0,194085-600465,0,0,1,0,0,0,0,0,0
HZ_35,Grower_224,Grower_48,2023,Tolerant,1.58,E,E,0,128020-535505,0,0,6,1,0,1,0,1,0
HZ_3,Grower_234,Grower_74,2019,Tolerant,0.5,SE,E,0,119533-521883,0,0,0,0,0,0,0,0,0
HZ_5,Grower_172,Grower_86,2022,Susceptible,2.8,SE,E,0,186815-529869,0,0,0,0,0,0,0,0,0
HZ_39,Grower_141,Grower_36,2019,Tolerant,2.6,E,E,0,158989-580649,0,0,7,2,4,0,1,0,0
HZ_31,Grower_273,Grower_58,2020,Tolerant,0.88,SE,SE,0,089140-397482,0,0,4,1,1,0,0,0,0
HZ_46,Grower_187,Grower_75,2023,Susceptible,2.07,SE,E,1,061167-372484,0,0,0,0,0,0,0,0,0
HZ_49,Grower_161,Grower_131,2022,Susceptible,3.4,E,E,0,159394-490479,0,0,0,0,0,0,0,0,0
HZ_20,Grower_208,Grower_2,2022,Tolerant,0.7,SE,SE,0,128172-541730,0,0,4,0,1,0,0,3,0
HZ_20,Grower_102,Grower_76,2021,Tolerant,6.6,S,S,0,181987-593878,0,0,8,5,2,0,2,5,0
HZ_7,Grower_301,Grower_59,2020,Tolerant,2.72,SE,SE,0,252408-603064,0,0,3,2,1,0,0,0,0
HZ_4,Grower_248,Grower_52,2020,Verysusceptible,2.33,SE,E,0,061692-368345,0,0,5,0,2,0,1,0,0
HZ_20,Grower_46,Grower_112,2021,Tolerant,1.64,SE,E,1,224509-593659,0,0,8,2,3,0,0,3,0
HZ_4,Grower_277,Grower_2,2022,Verysusceptible,2.1,SE,SE,0,076543-397043,0,0,6,1,2,4,4,8,0
HZ_17,Grower_322,Grower_65,2021,Susceptible,0.4,SE,SE,0,202629-600448,0,0,7,1,3,0,1,6,0
HZ_3,Grower_150,Grower_86,2021,Tolerant,1.32,SE,SE,0,176421-530873,0,0,0,0,0,0,0,0,0
HZ_17,Grower_93,Grower_40,2019,Susceptible,0.75,SE,SE,0,188005-595690,0,0,8,8,5,0,4,0,0
HZ_24,Grower_330,Grower_40,2021,Tolerant,1.07,SE,SE,0,174588-589386,0,0,7,4,4,0,0,1,1
HZ_27,Grower_156,Grower_16,2023,Tolerant,0.9,SE,SE,0,176758-534829,0,0,0,0,0,0,0,1,0
HZ_5,Grower_300,Grower_47,2021,Susceptible,2.97,E,A,1,243833-605570,0,0,1,1,0,0,0,1,0
HZ_12,Grower_129,Grower_52,2020,Susceptible,1.45,SE,SE,0,157606-552875,0,0,7,1,3,0,0,0,0
HZ_13,Grower_360,Grower_153,2019,Tolerant,0.7,E,E,0,270130-574015,0,0,1,1,0,0,0,0,0
HZ_38,Grower_195,Grower_115,2022,Tolerant,1.2,SE,E,0,118505-571030,0,0,4,0,0,0,1,2,0
HZ_20,Grower_204,Grower_147,2021,Tolerant,0.9,SE,SE,0,118642-563612,0,0,6,4,3,0,0,2,1
HZ_22,Grower_72,Grower_17,2023,Tolerant,0.7,SE,SE,0,223613-597953,0,0,3,0,0,0,0,1,0
HZ_4,Grower_225,Grower_17,2019,Verysusceptible,0.53,SE,-,1,131754-537517,0,0,8,6,6,0,0,0,0
HZ_31,Grower_240,Grower_58,2020,Tolerant,1.6,SE,SE,0,029005-376683,0,0,0,0,0,0,0,0,0
HZ_3,Grower_186,Grower_48,2019,Tolerant,0.5,SE,A,0,175571-517334,0,0,8,0,3,0,0,0,0
HZ_12,Grower_218,Grower_146,2021,Susceptible,1.78,E,E,0,117679-538966,0,0,3,0,1,0,0,2,0
HZ_3,Grower_77,Grower_53,2022,Tolerant,1.47,SE,SE,0,205037-599413,0,0,6,2,0,0,0,7,0
HZ_42,Grower_283,Grower_66,2021,Verysusceptible,4.0,SE,SE,0,172903-426579,0,0,4,2,2,0,0,4,0
HZ_3,Grower_364,Grower_113,2020,Tolerant,1.7,SE,E,0,245782-607638,0,0,3,0,1,0,0,0,0
HZ_14,Grower_35,Grower_7,2021,Susceptible,0.8,E,E,0,246369-606380,0,0,8,0,3,0,0,1,0
HZ_3,Grower_8,Grower_2,2022,Tolerant,2.18,E,E,0,247398-595950,0,0,3,0,0,0,1,2,0
HZ_17,Grower_106,Grower_47,2021,Susceptible,2.4,E,E,0,130105-532526,0,0,5,0,2,0,1,4,0
HZ_20,Grower_344,Grower_82,2022,Tolerant,1.0,SE,SE,0,183627-523621,0,0,2,1,1,1,0,1,1
HZ_33,Grower_143,Grower_179,2019,Tolerant,0.78,E,A,1,177850-519778,0,0,0,0,0,0,0,0,0
HZ_4,Grower_250,Grower_1,2023,Verysusceptible,4.45,SE,E,0,021101-371586,0,0,0,0,0,0,0,0,0
HZ_23,Grower_14,Grower_32,2020,Verysusceptible,2.1,E,AF,0,257775-575552,0,0,8,8,5,0,0,0,0
HZ_9,Grower_244,Grower_67,2022,Verysusceptible,0.75,SE,SE,0,048654-369257,0,0,6,7,1,0,0,4,0
HZ_20,Grower_372,Grower_49,2020,Tolerant,0.6,E,E,0,132834-537877,0,0,8,2,3,0,0,0,0
HZ_5,Grower_99,Grower_20,2021,Susceptible,1.27,E,E,0,174717-587901,0,0,8,0,3,0,0,2,0
HZ_11,Grower_138,Grower_19,2023,Tolerant,0.85,SE,-,0,172309-582232,0,0,1,0,1,0,0,0,0
HZ_8,Grower_175,Grower_114,2019,Tolerant,1.5,SE,SE,0,184274-528119,0,0,2,0,1,0,0,0,0
HZ_19,Grower_286,Grower_24,2020,Verysusceptible,1.29,SE,E,0,253922-600198,0,0,4,1,1,0,0,0,0
HZ_1,Grower_275,Grower_71,2021,Tolerant,1.15,SE,A,0,096375-406072,0,0,6,5,5,0,0,3,0
HZ_4,Grower_255,Grower_1,2020,Verysusceptible,2.1,SE,E,1,043028-368782,0,0,8,3,4,0,7,0,0
HZ_47,Grower_255,Grower_167,2019,Verysusceptible,0.6,E,A,1,044819-369813,0,0,0,0,0,0,0,0,0
HZ_23,Grower_143,Grower_30,2023,Verysusceptible,2.52,SE,A,0,180600-526962,0,0,6,1,6,0,0,4,0
HZ_2,Grower_275,Grower_2,2019,Tolerant,3.5,SE,SE,0,102049-411308,0,0,2,0,1,0,0,0,0
HZ_12,Grower_236,Grower_15,2021,Susceptible,3.6,E,E,0,136466-524504,0,0,5,0,2,0,0,3,0
HZ_12,Grower_15,Grower_125,2020,Susceptible,2.13,E,A,0,241140-606780,0,0,0,0,0,0,0,0,0
HZ_13,Grower_10,Grower_22,2023,Tolerant,0.88,SE,E,0,261144-586036,0,0,6,2,5,1,0,2,0
HZ_15,Grower_259,Grower_21,2022,Verysusceptible,0.9,SE,E,0,052479-362539,0,0,5,1,4,0,1,4,1
HZ_47,Grower_282,Grower_44,2020,Verysusceptible,2.49,SE,E,0,231746-440938,0,0,8,0,3,0,0,0,0
HZ_3,Grower_119,Grower_52,2022,Tolerant,0.92,SE,SE,0,175413-582870,0,0,0,0,0,0,0,1,0
HZ_1,Grower_233,Grower_82,2020,Tolerant,1.9,E,E,0,122487-531758,0,0,1,0,0,0,0,0,0
HZ_20,Grower_199,Grower_1,2022,Tolerant,2.55,E,A,1,117264-563880,0,0,4,1,1,0,1,6,0
HZ_17,Grower_95,Grower_32,2021,Susceptible,1.59,PB4,PB4,0,184016-593248,0,0,8,2,3,0,1,0,1
HZ_38,Grower_351,Grower_4,2020,Tolerant,1.9,E,E,0,131747-540052,0,0,0,0,0,0,0,0,0
HZ_5,Grower_54,Grower_8,2019,Susceptible,2.4,SE,SE,0,217733-594162,0,0,2,2,0,0,0,0,0
HZ_1,Grower_314,Grower_1,2020,Tolerant,0.98,SE,SE,0,252640-599532,0,0,3,0,1,0,0,0,0
HZ_46,Grower_115,Grower_49,2022,Susceptible,0.98,PB4,E,1,182765-593881,0,0,4,2,0,0,0,6,0
HZ_30,Grower_114,Grower_75,2023,Verysusceptible,1.15,E,E,0,170168-590094,0,0,6,1,1,0,0,2,0
HZ_24,Grower_77,Grower_40,2021,Tolerant,0.91,SE,A,0,205538-599709,0,0,7,4,4,0,0,1,1
HZ_4,Grower_303,Grower_188,2020,Verysusceptible,0.61,PB3,PB3,0,247747-600217,0,0,0,0,0,0,0,0,0
HZ_65,Grower_117,Grower_198,2019,Tolerant,0.55,E,A,0,167810-588481,0,0,6,4,3,0,0,0,0
HZ_3,Grower_71,Grower_2,2019,Tolerant,3.0,SE,SE,0,228459-602721,0,0,1,1,0,0,0,0,0
HZ_14,Grower_312,Grower_29,2020,Susceptible,6.0,SE,SE,0,090363-402686,0,0,1,0,0,0,0,0,0
HZ_65,Grower_186,Grower_104,2021,Tolerant,1.6,SE,SE,0,173845-514472,0,0,4,4,2,0,0,0,0
HZ_16,Grower_353,Grower_17,2021,Susceptible,2.9,SE,SE,0,180443-550535,0,0,0,0,0,0,0,0,0
HZ_3,Grower_200,Grower_32,2021,Tolerant,0.75,PB4,PB4,0,117499-571505,0,0,5,0,2,0,0,5,0
HZ_46,Grower_203,Grower_3,2020,Susceptible,0.94,SE,E,0,234289-436450,0,0,2,0,1,0,0,0,0
HZ_3,Grower_143,Grower_82,2021,Tolerant,1.28,SE,SE,0,177471-519491,0,0,2,0,1,0,0,0,0
HZ_3,Grower_342,Grower_88,2022,Tolerant,0.4,E,A,0,187656-517269,0,0,1,2,0,0,0,3,0
HZ_20,Grower_236,Grower_82,2022,Tolerant,2.5,E,E,0,145000-525221,0,0,2,1,1,1,0,1,1
HZ_9,Grower_135,Grower_72,2023,Verysusceptible,1.0,SE,SE,0,157663-570177,0,0,3,0,2,0,0,0,0
HZ_14,Grower_301,Grower_29,2022,Susceptible,3.21,SE,SE,0,249442-606548,0,0,2,0,1,0,0,1,0
HZ_17,Grower_213,Grower_52,2020,Susceptible,2.0,E,AF,0,134766-543387,0,0,5,3,3,0,0,0,0
HZ_37,Grower_281,Grower_55,2019,Tolerant,3.0,SE,SE,0,076870-401368,0,0,5,0,2,0,0,0,0
HZ_2,Grower_154,Grower_81,2023,Tolerant,0.47,SE,E,0,171541-532865,0,0,0,0,0,0,0,0,0
HZ_4,Grower_91,Grower_64,2020,Verysusceptible,1.88,SE,SE,0,197483-598422,0,0,4,0,1,0,0,0,0
HZ_4,Grower_108,Grower_80,2022,Verysusceptible,2.12,E,E,0,180740-584983,0,0,8,6,8,0,0,2,0
HZ_17,Grower_9,Grower_22,2020,Susceptible,1.08,E,E,0,261943-580129,0,0,7,8,5,2,0,0,0
HZ_12,Grower_65,Grower_36,2022,Susceptible,1.21,SE,A,1,226658-603555,0,0,4,5,2,0,4,4,1
HZ_31,Grower_203,Grower_29,2022,Tolerant,1.41,SE,SE,0,229999-431639,0,0,2,2,1,0,2,2,1
HZ_5,Grower_236,Grower_5,2023,Susceptible,2.0,E,E,0,139455-521532,0,0,0,0,0,0,0,0,0
HZ_5,Grower_277,Grower_112,2020,Susceptible,3.1,SE,A,0,075804-392832,0,0,7,7,5,0,0,0,0
HZ_20,Grower_112,Grower_76,2020,Tolerant,0.48,SE,SE,0,167189-588300,0,0,7,4,4,0,0,0,0
HZ_20,Grower_287,Grower_28,2020,Tolerant,1.37,SE,SE,0,248558-606922,0,0,2,1,1,0,0,0,0
HZ_20,Grower_212,Grower_83,2019,Tolerant,0.3,PB3,-,0,133917-535933,0,0,5,4,3,1,0,0,0
HZ_36,Grower_90,Grower_53,2021,Tolerant,0.8,SE,SE,0,197771-600736,0,0,0,0,0,0,0,1,0
HZ_46,Grower_201,Grower_75,2020,Susceptible,1.8,SE,SE,0,088948-402608,0,0,0,0,0,0,0,0,0
HZ_3,Grower_261,Grower_49,2019,Tolerant,1.7,SE,A,0,058763-413180,0,0,2,2,0,0,0,0,0
HZ_5,Grower_203,Grower_86,2023,Susceptible,0.56,SE,SE,0,229875-433241,0,0,0,0,0,0,0,0,0
HZ_20,Grower_290,Grower_99,2022,Tolerant,0.7,E,E,0,243665-598868,0,0,1,0,0,0,1,3,0
HZ_24,Grower_260,Grower_48,2020,Tolerant,0.6,SE,E,0,058723-378924,0,0,2,0,1,0,0,0,0
HZ_11,Grower_202,Grower_12,2021,Tolerant,1.37,SE,SE,0,120705-571443,0,0,0,0,0,0,0,0,0
HZ_12,Grower_187,Grower_2,2022,Susceptible,0.6,PB3,A,0,061737-372150,0,0,1,0,0,0,1,0,0
HZ_43,Grower_75,Grower_65,2021,Tolerant,1.85,SE,E,1,198690-600194,0,0,6,1,2,0,1,2,0
HZ_24,Grower_179,Grower_48,2019,Tolerant,2.08,PB3,PB3,0,180816-523200,0,0,8,6,6,0,0,0,0
HZ_37,Grower_63,Grower_44,2019,Tolerant,3.46,SE,E,1,228440-598830,0,0,6,1,2,0,0,0,0
HZ_4,Grower_209,Grower_2,2020,Verysusceptible,1.4,E,A,0,131455-532095,0,0,6,4,3,0,2,0,0
HZ_56,Grower_151,Grower_22,2020,Susceptible,2.7,SE,SE,0,169370-545445,0,0,5,0,2,0,0,0,0
HZ_3,Grower_96,Grower_68,2021,Tolerant,0.5,SE,SE,0,182657-590058,0,0,2,0,1,0,0,0,0
HZ_3,Grower_16,Grower_18,2021,Tolerant,0.9,SE,SE,0,244817-600553,0,0,0,0,0,0,0,0,0
HZ_22,Grower_245,Grower_88,2023,Tolerant,1.3,SE,SE,0,031065-373344,0,0,0,0,0,0,0,0,0
HZ_20,Grower_148,Grower_86,2021,Tolerant,1.05,SE,E,1,176008-528718,0,0,7,3,5,0,0,4,0
HZ_5,Grower_203,Grower_47,2022,Susceptible,0.68,SE,A,0,229984-438512,0,0,0,0,0,0,0,0,0
HZ_5,Grower_203,Grower_20,2021,Susceptible,0.24,SE,SE,0,233076-434410,0,0,4,2,2,0,0,3,0
HZ_17,Grower_214,Grower_147,2021,Susceptible,0.32,E,E,0,131102-544233,0,0,1,0,0,0,0,1,0
HZ_3,Grower_46,Grower_36,2019,Tolerant,1.05,SE,SE,0,218539-590571,0,0,2,1,1,0,0,0,0
HZ_17,Grower_87,Grower_58,2023,Susceptible,0.5,SE,SE,0,203837-592279,0,0,0,0,0,0,0,0,0
HZ_20,Grower_155,Grower_12,2022,Tolerant,1.85,E,E,0,173170-524392,0,0,4,1,2,0,1,4,0
HZ_20,Grower_148,Grower_71,2023,Tolerant,1.6,SE,A,0,175982-529800,0,0,1,0,0,0,0,0,0
HZ_36,Grower_101,Grower_53,2021,Tolerant,2.6,SE,SE,0,186771-595662,0,0,0,0,0,0,0,1,0
HZ_3,Grower_11,Grower_53,2022,Tolerant,1.72,E,E,0,251089-599786,0,0,0,0,0,0,0,0,0
HZ_4,Grower_129,Grower_61,2020,Verysusceptible,1.5,SE,SE,0,159112-578959,0,0,5,0,2,1,0,0,0
HZ_3,Grower_154,Grower_42,2021,Tolerant,0.33,E,E,0,172007-533644,0,0,2,1,1,0,0,0,0
HZ_20,Grower_311,Grower_1,2020,Tolerant,5.31,SE,SE,0,218092-591614,0,0,5,0,2,0,0,0,0
HZ_4,Grower_303,Grower_1,2020,Verysusceptible,1.63,SE,A,1,247747-600217,0,0,6,2,2,0,3,0,0
HZ_16,Grower_174,Grower_8,2021,Susceptible,1.29,SE,SE,0,050639-370150,0,0,4,0,1,0,0,1,0
HZ_17,Grower_114,Grower_133,2019,Susceptible,1.15,SE,SE,0,175520-591092,0,0,8,7,4,0,4,0,0
HZ_3,Grower_34,Grower_3,2023,Tolerant,0.52,SE,A,0,246791-606984,0,0,0,0,0,0,0,0,0
HZ_17,Grower_99,Grower_68,2020,Susceptible,3.0,SE,A,1,187562-595415,0,0,8,7,4,0,0,0,0
HZ_4,Grower_32,Grower_2,2022,Verysusceptible,0.54,SE,SE,0,242881-601929,0,0,6,1,2,4,4,8,0
HZ_17,Grower_195,Grower_42,2022,Susceptible,2.3,E,E,0,120435-567893,0,0,2,1,1,1,1,2,0
HZ_43,Grower_206,Grower_18,2020,Tolerant,1.65,E,E,0,115368-568350,0,0,0,0,0,0,0,0,0
HZ_9,Grower_255,Grower_67,2023,Verysusceptible,1.6,SE,SE,0,043838-368414,0,0,3,0,3,0,0,0,0
HZ_1,Grower_122,Grower_1,2021,Tolerant,1.0,SE,-,0,174916-589672,0,0,8,3,4,0,0,8,0
HZ_43,Grower_342,Grower_18,2022,Tolerant,2.04,E,A,0,187843-520936,0,0,4,1,1,1,1,2,1
HZ_5,Grower_141,Grower_61,2020,Susceptible,0.54,SE,SE,0,159519-580492,0,0,1,0,0,1,0,0,0
HZ_4,Grower_85,Grower_64,2019,Verysusceptible,0.45,SE,A,1,214000-594104,0,0,7,4,4,1,1,0,0
HZ_14,Grower_252,Grower_29,2020,Susceptible,1.9,SE,SE,0,051110-372451,0,0,1,0,0,0,0,0,0
HZ_16,Grower_282,Grower_1,2023,Susceptible,3.33,SE,E,0,230058-431814,0,0,3,0,2,0,0,0,0
HZ_27,Grower_87,Grower_68,2020,Tolerant,0.5,PB3,E,0,204755-592368,0,0,6,2,2,0,0,0,0
HZ_17,Grower_60,Grower_93,2021,Susceptible,1.0,SE,SE,0,173563-517036,0,0,0,0,0,0,0,0,0
HZ_3,Grower_89,Grower_163,2020,Tolerant,3.2,SE,A,0,196854-601053,0,0,6,0,2,0,0,0,0
HZ_3,Grower_408,Grower_113,2019,Tolerant,2.4,SE,SE,0,246816-598729,0,0,0,0,0,0,0,0,0
HZ_12,Grower_263,Grower_95,2020,Susceptible,2.12,SE,SE,0,037241-370259,0,0,0,0,0,0,0,0,0
HZ_4,Grower_284,Grower_1,2020,Verysusceptible,3.4,SE,A,0,085354-401271,0,0,6,2,2,0,3,0,0
HZ_35,Grower_209,Grower_48,2023,Tolerant,0.9,S,AF,0,132486-534789,0,0,6,2,2,1,3,4,0
HZ_20,Grower_68,Grower_90,2021,Tolerant,0.27,PB4,-,0,118088-563323,0,0,0,0,0,0,0,0,0
HZ_3,Grower_152,Grower_82,2021,Tolerant,0.89,SE,E,0,173933-532470,0,0,2,0,1,0,0,0,0
HZ_2,Grower_275,Grower_81,2020,Tolerant,2.55,SE,SE,0,078414-402955,0,0,0,0,0,0,0,0,0
HZ_22,Grower_164,Grower_88,2020,Tolerant,1.75,SE,SE,0,153117-482837,0,0,3,0,1,0,0,0,0
HZ_20,Grower_236,Grower_98,2023,Tolerant,4.2,E,A,0,135986-527480,0,0,6,0,7,0,1,5,0
HZ_21,Grower_53,Grower_28,2022,Verysusceptible,1.2,E,E,0,220139-588221,0,0,6,4,4,0,0,8,0
HZ_3,Grower_134,Grower_42,2022,Tolerant,0.82,SE,A,0,171055-581068,0,0,1,0,0,0,1,1,0
HZ_65,Grower_2,Grower_49,2019,Tolerant,0.7,SE,E,0,251288-602931,0,0,4,2,2,0,0,0,0
HZ_36,Grower_134,Grower_11,2023,Tolerant,0.98,E,E,0,171309-581057,0,0,8,1,4,0,0,3,0
HZ_3,Grower_71,Grower_2,2019,Tolerant,2.8,SE,SE,0,228749-602715,0,0,1,1,0,0,0,0,0
HZ_43,Grower_23,Grower_18,2020,Tolerant,0.6,SE,SE,0,239197-606616,0,0,1,0,0,0,0,0,0
HZ_3,Grower_180,Grower_2,2022,Tolerant,0.4,SE,E,0,180368-537367,0,0,2,0,0,0,0,3,0
HZ_3,Grower_261,Grower_2,2020,Tolerant,5.7,SE,A,0,057321-412268,0,0,5,0,2,0,0,0,0
HZ_13,Grower_27,Grower_34,2021,Tolerant,2.03,SE,SE,0,243194-607773,0,0,0,0,0,0,0,0,0
HZ_17,Grower_66,Grower_50,2023,Susceptible,0.49,SE,SE,0,229364-597888,0,0,8,6,6,7,0,4,0
HZ_3,Grower_151,Grower_82,2022,Tolerant,4.2,SE,SE,0,168964-544745,0,0,1,0,1,0,0,0,0
HZ_4,Grower_261,Grower_1,2022,Verysusceptible,1.1,SE,SE,0,050172-416078,0,0,1,0,0,0,1,4,0
HZ_20,Grower_148,Grower_112,2021,Tolerant,1.3,SE,SE,0,176024-530043,0,0,8,2,3,0,0,3,0
HZ_2,Grower_275,Grower_2,2020,Tolerant,2.45,SE,SE,0,078414-402955,0,0,0,0,0,0,0,0,0
HZ_47,Grower_322,Grower_167,2021,Verysusceptible,1.3,SE,A,1,202432-601116,0,0,7,7,5,0,2,7,0
HZ_4,Grower_219,Grower_17,2019,Verysusceptible,1.9,SE,SE,0,122211-536594,0,0,8,6,6,0,0,0,0
HZ_1,Grower_122,Grower_71,2020,Tolerant,0.9,SE,-,0,175322-588776,0,0,1,0,0,0,0,0,0
HZ_46,Grower_275,Grower_99,2019,Susceptible,2.0,E,A,0,085851-399048,0,0,4,1,1,0,0,0,0
HZ_27,Grower_137,Grower_2,2022,Tolerant,1.7,E,E,0,165788-581460,0,0,2,1,1,0,1,1,1
HZ_20,Grower_186,Grower_82,2019,Tolerant,1.05,SE,SE,0,175571-517334,0,0,1,1,0,0,0,0,0
HZ_20,Grower_89,Grower_116,2022,Tolerant,0.96,PB3,PB3,0,197876-601624,0,0,4,1,1,1,0,1,0
HZ_13,Grower_247,Grower_40,2020,Tolerant,1.5,SE,SE,0,038341-373159,0,0,5,1,2,0,2,0,0
HZ_8,Grower_236,Grower_9,2023,Tolerant,4.0,E,A,0,135324-522196,0,0,4,0,3,0,0,0,0
HZ_20,Grower_220,Grower_49,2020,Tolerant,1.19,SE,E,0,129585-543768,0,0,8,2,3,0,0,0,0
HZ_39,Grower_141,Grower_133,2019,Tolerant,1.5,E,E,0,158989-580649,0,0,1,0,0,0,3,0,0
HZ_4,Grower_255,Grower_90,2022,Verysusceptible,2.8,SE,E,0,045389-370555,0,0,8,7,3,2,0,1,0
HZ_5,Grower_54,Grower_47,2020,Susceptible,2.75,SE,SE,0,218006-593949,0,0,0,0,0,0,0,0,0
HZ_55,Grower_162,Grower_31,2021,Tolerant,0.69,SE,SE,0,165557-491267,0,0,8,3,4,0,0,3,0
HZ_17,Grower_332,Grower_42,2021,Susceptible,1.1,SE,A,0,177730-592592,0,0,0,0,0,0,0,0,0
HZ_2,Grower_282,Grower_2,2020,Tolerant,0.29,SE,SE,0,233300-441116,0,0,1,0,0,0,0,0,0
HZ_22,Grower_150,Grower_82,2020,Tolerant,1.52,SE,SE,0,176720-532198,0,0,2,0,1,0,0,0,0
HZ_55,Grower_376,Grower_64,2020,Tolerant,0.3,PB4,SE,0,204388-593260,0,0,0,0,0,0,0,0,0
HZ_20,Grower_28,Grower_1,2022,Tolerant,2.75,SE,E,1,246707-597886,0,0,2,1,0,0,0,2,0
HZ_22,Grower_266,Grower_88,2021,Tolerant,0.9,SE,SE,0,047837-395667,0,0,3,1,1,0,0,0,0
HZ_24,Grower_18,Grower_24,2022,Tolerant,0.34,SE,SE,0,233532-601316,0,0,6,6,1,0,0,2,0
HZ_5,Grower_15,Grower_47,2021,Susceptible,2.15,E,E,0,239855-605880,0,0,1,1,0,0,0,1,0
HZ_35,Grower_279,Grower_201,2019,Tolerant,3.0,SE,A,0,084455-397955,0,0,8,8,5,0,4,0,0
HZ_55,Grower_236,Grower_64,2020,Tolerant,0.75,SE,E,0,137308-525122,0,0,0,0,0,0,0,0,0
HZ_43,Grower_109,Grower_61,2020,Tolerant,0.83,SE,SE,0,177112-589181,0,0,4,0,1,0,0,0,0
HZ_15,Grower_259,Grower_21,2020,Verysusceptible,1.2,SE,SE,0,049846-362075,0,0,0,0,0,0,0,0,0
